phrase_id,language,phrase,english_translation,category
64a213f4-6ca7-428b-8e85-03c8cbb3ddde,Spanish,No hablo inglés.,I do not speak English.,Communication
28a27c06-8f50-4e11-814c-8834d2ff0ba3,English,Do you have this medication?,Do you have this medication?,Medication
61c9decf-312e-4c6c-8e99-718a204dcc48,Arabic,ساعدني، أنا مريض جداً.,"Help me, I am very sick.",Emergency
135e5b20-e14b-4fcb-b26c-896d463c4fac,Japanese,食物アレルギーがあります。,I have a food allergy.,Symptoms
cb421e63-61ea-4873-b037-0bb41a279d4b,Chinese,我没有保险。,I do not have insurance.,Insurance
02ff5430-412f-4a45-9834-37bb31b0fcec,Portuguese,Sou alérgico/a à penicilina.,I am allergic to penicillin.,Symptoms
854cf868-7b52-434a-b72e-347d28e24781,Japanese,最寄りの緊急ケアセンターはどこですか？,Where is the nearest urgent care center?,Navigation
1cedf033-1112-49ea-8577-e744af3cc540,Portuguese,Preciso de ajuda de emergência.,I need emergency help.,Emergency
61f6e016-0b7a-4b1f-81a8-762c86359771,Chinese,我可以自费吗？,Can I pay out of pocket?,Insurance
caa3d9df-ce39-4185-9f32-4dbefa477ced,Portuguese,Preciso de ajuda de emergência.,I need emergency help.,Emergency
c6b4ec3f-0309-40aa-8ccc-d0687d482b00,Portuguese,Preciso de uma ambulância.,I need an ambulance.,Emergency
1b4ddcd1-c6f2-4a24-932d-cc4adb1ba6b3,Spanish,Tengo fiebre.,I have a fever.,Symptoms
fc55dde7-6544-44f5-865d-68aadd38163f,Chinese,我需要救护车。,I need an ambulance.,Emergency
9beee7ab-98ef-4534-9262-14dd164da071,Spanish,"Ayúdeme, estoy muy enfermo/a.","Help me, I am very sick.",Emergency
fe33c787-e1dd-4f25-8a93-19de3ef36914,Chinese,我需要救护车。,I need an ambulance.,Emergency
9e52a371-163d-41ef-956e-9dad3f5ac346,Arabic,ما هي تكلفة هذه الزيارة؟,What is the cost of this visit?,Insurance
98cecb1c-a5e8-437b-8537-3ad469e2ca83,French,J'ai un gonflement.,I have swelling.,Symptoms
cda16412-10d3-4e8b-b4f7-385d5b76cfb2,English,Do you accept international insurance?,Do you accept international insurance?,Insurance
bdff80e0-efc8-4dd5-948a-aac948d8df23,Portuguese,Posso pagar do meu próprio bolso?,Can I pay out of pocket?,Insurance
6cfc6e1b-228a-405f-a9d4-ba858ef23cca,Spanish,Necesito una consulta de telemedicina.,I need a telehealth appointment.,Navigation
5a39b703-5bde-4e51-906c-fc1343c54e12,Spanish,¿Hay un médico que hable mi idioma?,Is there a doctor who speaks my language?,Navigation
b48a3f98-be51-42d7-872e-d04dd876bd18,Chinese,我身上起疹子了。,I have a rash.,Symptoms
e0f39a07-4099-4558-8e55-76090a7f90de,French,Avez-vous un interprète?,Do you have an interpreter?,Communication
9a04ab80-c515-43ad-950f-e11c0a626138,Portuguese,Posso pagar do meu próprio bolso?,Can I pay out of pocket?,Insurance
fbf020ec-04dd-4c90-ba4b-03d403ffcbda,English,Do you have this medication?,Do you have this medication?,Medication
ed01472f-f418-4596-b980-abe358f936e7,Spanish,Llame al 911 por favor.,Call 911 please.,Emergency
3243310d-69c4-49cf-aa02-1125626e7488,French,J'ai besoin d'une ambulance.,I need an ambulance.,Emergency
61f7a28f-65a4-47b5-b082-b189c0e3b5c9,Spanish,¿Cómo llego al hospital?,How do I get to the hospital?,Navigation
b8ca113f-2066-4efc-ae02-0f55ed8cc3d2,Portuguese,Por favor fale devagar.,Please speak slowly.,Communication
eb35434b-6297-4737-8754-5c19c02c68c4,Arabic,لدي تأمين سفر.,I have travel insurance.,Insurance
673d676b-318d-43a1-98f5-82f70801aff9,French,Je ne comprends pas.,I do not understand.,Communication
7e8f1f3b-ff57-4275-a699-e5b639b0338f,French,J'ai des douleurs à la poitrine.,I have chest pain.,Symptoms
7b57c33e-26b7-4ae2-a543-569e0085195a,Japanese,重度アレルギー用のエピペンを持っています。,I have an EpiPen for severe allergies.,Medication
ea88bf06-b421-4ff5-8880-830ffaf11b25,Arabic,هل لديك مترجم؟,Do you have an interpreter?,Communication
71c03801-949e-4008-b78d-f99d46956805,Chinese,我有用于严重过敏的肾上腺素笔。,I have an EpiPen for severe allergies.,Medication
7ee36937-c7bb-4595-b507-15ecf52bb962,Portuguese,Há um médico que fala minha língua?,Is there a doctor who speaks my language?,Navigation
d2f26540-0f15-4726-8711-dcaf7fd16595,French,Je vomis.,I am vomiting.,Symptoms
f39959cd-f5a8-4c64-af0a-d903adf2ef60,English,I need an ambulance.,I need an ambulance.,Emergency
18f4f01f-5956-44c2-ae0b-3912a0897d14,Japanese,海外の保険は使えますか？,Do you accept international insurance?,Insurance
8fa19f1b-b618-4b51-bfff-29f5de43c817,English,Where is the nearest urgent care center?,Where is the nearest urgent care center?,Navigation
f5c425f5-f5f7-4efb-807b-855122528724,Spanish,No hablo inglés.,I do not speak English.,Communication
94ce918f-9bf6-44fe-b53d-e8fc573e4fb4,Chinese,这次就诊需要多少钱？,What is the cost of this visit?,Insurance
77ddbeeb-936c-46bd-95a1-f67cf2d823e6,Portuguese,"Ajude-me, estou muito doente.","Help me, I am very sick.",Emergency
b8b9832d-92bf-4323-8202-412eb60f1c7c,English,Where is the nearest emergency room?,Where is the nearest emergency room?,Navigation
894aa1f7-8b50-4371-be30-26461a947529,Spanish,¿Dónde está el centro de atención urgente más cercano?,Where is the nearest urgent care center?,Navigation
21db72ae-3ef5-424b-80e0-f523e6cbdd0a,Portuguese,Preciso de uma consulta de telemedicina.,I need a telehealth appointment.,Navigation
554cc684-ae1e-4f94-bb0b-68d2333e0c50,English,Where is the nearest emergency room?,Where is the nearest emergency room?,Navigation
d0728e67-b023-4b3e-9a5d-84e97280d2f6,French,Où se trouve le centre de soins urgents le plus proche?,Where is the nearest urgent care center?,Navigation
0443bc0d-49b1-406b-925e-1b741699c264,English,Do you have an interpreter?,Do you have an interpreter?,Communication
de4360f8-f0f4-4652-a270-1513ea3ce4e1,Portuguese,Sou diabético/a e preciso de insulina.,I am diabetic and need insulin.,Medication
aaee39e0-1084-4d42-a3a2-18b1cd68fe39,English,I have difficulty breathing.,I have difficulty breathing.,Symptoms
68e76f0d-cc01-4a34-b17d-aaec4c0fb644,Chinese,我每天服用这种药。,I take this medication daily.,Medication
f7398603-6b27-466d-8934-5ddcf38b14bc,English,"Help me, I am very sick.","Help me, I am very sick.",Emergency
e2dc4bf8-48ca-48aa-b474-30e32f296510,Arabic,ما هي تكلفة هذه الزيارة؟,What is the cost of this visit?,Insurance
f7fc756a-cbfb-456f-9d15-a23e0ab6e098,Spanish,¿Hay un médico que hable mi idioma?,Is there a doctor who speaks my language?,Navigation
846fc49b-381f-4df7-b0a1-8a18dccf84b8,Portuguese,Tomo este medicamento diariamente.,I take this medication daily.,Medication
4fa47e4a-8ca0-4046-812c-6997db32e5e5,Arabic,ساعدني، أنا مريض جداً.,"Help me, I am very sick.",Emergency
1df16e9a-aecb-4e2a-af8c-1d4aac177738,Japanese,遠隔医療の予約が必要です。,I need a telehealth appointment.,Navigation
cf992eb7-c7c1-4430-a0b3-33ab490cd04d,Japanese,重度アレルギー用のエピペンを持っています。,I have an EpiPen for severe allergies.,Medication
875a5620-2773-4810-97a8-7dd83e5481ff,Spanish,No tengo seguro.,I do not have insurance.,Insurance
bcc58de2-7461-4ed3-8d1c-f3531ca65968,Japanese,最寄りの救急室はどこですか？,Where is the nearest emergency room?,Navigation
36ac0f04-232e-4b06-9402-409f608429c4,English,What is the cost of this visit?,What is the cost of this visit?,Insurance
20499a44-7405-48f8-8c7f-4e3bcbdbac90,Chinese,我需要救护车。,I need an ambulance.,Emergency
cdb02f26-38c2-412a-9fcc-ed0a744865f9,Portuguese,Onde fica a sala de emergência mais próxima?,Where is the nearest emergency room?,Navigation
547857ed-1e34-46a6-9fb3-9818590dd4ce,English,Where can I find a pharmacy?,Where can I find a pharmacy?,Medication
8e64e23a-940b-450e-89e6-3e413255cb8c,English,I take this medication daily.,I take this medication daily.,Medication
571480f2-ed4e-461c-ad0f-5ba36353b271,French,Acceptez-vous une assurance internationale?,Do you accept international insurance?,Insurance
23084ff2-0f36-432a-aa53-ee375cb7ea0b,Arabic,عندي تورم.,I have swelling.,Symptoms
896d3a2a-f2f5-414e-875d-50552addc53a,French,Comment est-ce que j'arrive à l'hôpital?,How do I get to the hospital?,Navigation
0624ec77-c00c-454f-a78f-5f7414ac3911,Japanese,この受診の費用はいくらですか？,What is the cost of this visit?,Insurance
fa53bc53-d59c-481b-ab2d-b76899acd0c1,Japanese,保険に入っていません。,I do not have insurance.,Insurance
8dd3c719-5e32-4b00-b0bc-45ae2b2df862,Chinese,我在呕吐。,I am vomiting.,Symptoms
0ff76c06-15fb-4afc-a934-d6ea1a3c5c73,English,I do not have insurance.,I do not have insurance.,Insurance
76c95205-8c9d-4658-8388-b36bcfe93fb5,Arabic,كيف أصل إلى المستشفى؟,How do I get to the hospital?,Navigation
9be1047f-1e93-4b92-8b0b-232d1d6312eb,French,J'ai besoin d'une ambulance.,I need an ambulance.,Emergency
34f1c10b-69e4-40d3-b939-22af86db4581,Japanese,最寄りの緊急ケアセンターはどこですか？,Where is the nearest urgent care center?,Navigation
ad55b0fd-b5ce-4e0d-95ae-95ca9020806c,French,Je ne parle pas anglais.,I do not speak English.,Communication
bc89c0e6-88ad-41f9-b52b-97d89a23265c,Spanish,Llame al 911 por favor.,Call 911 please.,Emergency
076e045c-b840-420c-8fb1-889fff867be2,English,Do you have this medication?,Do you have this medication?,Medication
5b82a689-1146-4bba-a816-c6fe0990c9ca,English,Where is the nearest urgent care center?,Where is the nearest urgent care center?,Navigation
bea875b8-dc7e-4f68-9416-fa054d4de402,Arabic,هذه حالة طارئة.,This is an emergency.,Emergency
5346dd4f-b46a-4006-b4a7-2c2ef35e0c68,Spanish,"Ayúdeme, estoy muy enfermo/a.","Help me, I am very sick.",Emergency
958a9506-5d6c-4130-a57e-7ee2d5c8a8e0,Portuguese,Você tem um intérprete?,Do you have an interpreter?,Communication
f409599d-688d-4589-83cf-a8ed2d565019,French,J'ai du mal à respirer.,I have difficulty breathing.,Symptoms
7219b018-f94f-4a69-957d-6ce2f666df85,Chinese,你们有翻译吗？,Do you have an interpreter?,Communication
3c885a53-003e-4698-9a88-2ab06149841b,Arabic,من فضلك تحدث ببطء.,Please speak slowly.,Communication
979d566b-9458-4f03-a519-767d815ed08c,English,I lost my medication.,I lost my medication.,Medication
b9b81592-4cce-4b98-aaf0-0a4ea620bb54,Japanese,助けてください、とても具合が悪いです。,"Help me, I am very sick.",Emergency
232040b1-1c5c-46cc-910c-da2d0ce44bb8,French,Je n'ai pas d'assurance.,I do not have insurance.,Insurance
4d71f872-33d8-4a08-9ad1-5b289523eb53,Arabic,ليس لدي تأمين.,I do not have insurance.,Insurance
f60bd18f-4ed9-4425-a974-6f8745bcdd08,English,I have an EpiPen for severe allergies.,I have an EpiPen for severe allergies.,Medication
f88c15d5-1ece-4c72-9b12-62cc454958cc,Arabic,لدي تأمين سفر.,I have travel insurance.,Insurance
18ffde38-8bb7-4dac-8c78-8d4254412182,Spanish,¿Hay un médico que hable mi idioma?,Is there a doctor who speaks my language?,Navigation
abde7ec4-717b-460b-93a3-9bd44b5a642e,Portuguese,Não entendo.,I do not understand.,Communication
f84e9773-0edc-4221-a3f0-d23712b1d611,Portuguese,Estou tonto/a.,I feel dizzy.,Symptoms
450380f9-1305-4e02-86c0-7536251092cf,French,J'ai besoin d'aide d'urgence.,I need emergency help.,Emergency
bac6dc40-8795-4abb-bda7-8bb5bbcda691,Japanese,911に電話してください。,Call 911 please.,Emergency
d202a4ac-2a71-4e5e-bf5d-ad8815760520,Arabic,أتناول هذا الدواء يومياً.,I take this medication daily.,Medication
bcab7991-543b-489c-904a-bc1484ec2d38,Japanese,遠隔医療の予約が必要です。,I need a telehealth appointment.,Navigation
3622e597-9f20-49db-b17a-ae196913e144,Arabic,عندي ألم في الصدر.,I have chest pain.,Symptoms
b1570fed-36e0-4a18-acdc-e610503d246c,Japanese,助けてください、とても具合が悪いです。,"Help me, I am very sick.",Emergency
b7138b35-3c63-4d91-9669-2808c7322193,Portuguese,Preciso de uma ambulância.,I need an ambulance.,Emergency
96f58f52-3595-4bb9-8712-b3a3fff19c6e,Chinese,我怎么去医院？,How do I get to the hospital?,Navigation
d5279d70-6c66-4954-bd27-cd967190be8e,Japanese,自費で支払えますか？,Can I pay out of pocket?,Insurance
5d620df0-b190-426c-b7a3-07dc28371b2f,Portuguese,"Ajude-me, estou muito doente.","Help me, I am very sick.",Emergency
d1289ec5-c31f-4ae5-b5f7-7f41fa76c1be,Arabic,أحتاج إلى موعد مع طبيب عبر الإنترنت.,I need a telehealth appointment.,Navigation
489c7ce0-c001-4f5d-b698-f4df4ce85e9f,Chinese,最近的急诊室在哪里？,Where is the nearest emergency room?,Navigation
e6ae8227-0e3f-401a-9957-03a49b041a63,Japanese,海外の保険は使えますか？,Do you accept international insurance?,Insurance
740e3215-81d8-4518-99ac-861fb4dacaab,Chinese,我可以自费吗？,Can I pay out of pocket?,Insurance
87207c2d-0d21-40fc-b54f-c820ac86f586,Portuguese,Você tem este medicamento?,Do you have this medication?,Medication
671a20f7-4cba-4ae1-9b76-da7083df4119,Arabic,أحتاج إلى موعد مع طبيب عبر الإنترنت.,I need a telehealth appointment.,Navigation
a20ee68e-e5da-400a-9cf4-2a69d33bb2f0,French,J'ai besoin d'un rendez-vous en téléconsultation.,I need a telehealth appointment.,Navigation
8d9cba26-1f69-4fd9-8245-c34894be9eca,Spanish,Tengo dolor de cabeza.,I have a headache.,Symptoms
f25d81a3-1060-42a0-9df2-c1ea17a0dc70,English,Where is the nearest emergency room?,Where is the nearest emergency room?,Navigation
88035d8b-82a9-465b-a6d7-efa0a3ce8264,Portuguese,Tomo este medicamento diariamente.,I take this medication daily.,Medication
76454563-58c4-43d8-b0a3-b68a35811684,Spanish,Tengo un EpiPen para alergias graves.,I have an EpiPen for severe allergies.,Medication
d53e3916-f822-4324-9ea1-fab68755cc20,French,Où se trouve la salle d'urgence la plus proche?,Where is the nearest emergency room?,Navigation
b1f58faf-c3d9-4699-87bd-d771699f4ced,Spanish,¿Cómo llego al hospital?,How do I get to the hospital?,Navigation
92369b8d-5bf0-4b4c-8d2d-46ec403a0cd8,Arabic,أنا حساس للبنسلين.,I am allergic to penicillin.,Symptoms
5cc7adc0-79f0-4860-9ec6-18ee21688f08,French,Pouvez-vous l'écrire s'il vous plaît?,Can you write it down please?,Communication
c04fee60-9e18-4f1e-8196-1f41cc7cfdc6,Chinese,我身上起疹子了。,I have a rash.,Symptoms
30ee6361-c66a-463c-a7bf-427c448138a2,French,Je ne comprends pas.,I do not understand.,Communication
a1a680df-c716-4a32-9df5-5f8645d59a9e,Japanese,吐いています。,I am vomiting.,Symptoms
b3f53a1a-221a-41fe-bee3-9888bf6cf26b,Portuguese,Tenho febre.,I have a fever.,Symptoms
00cfe08b-d9f6-4c45-92c5-cf98cac45dcd,Chinese,我头疼。,I have a headache.,Symptoms
075e8d04-36f2-4de5-a092-8e3e234c66dd,Portuguese,Preciso de uma consulta de telemedicina.,I need a telehealth appointment.,Navigation
b497f39c-f252-460b-a894-701dd1e635f2,English,How do I get to the hospital?,How do I get to the hospital?,Navigation
f7dc0ffe-49a5-47c1-a6b1-6416fc7f5496,Arabic,أحتاج إلى موعد مع طبيب عبر الإنترنت.,I need a telehealth appointment.,Navigation
ab2a32a8-af11-4c9c-8d97-bfa5468139e4,Spanish,¿Cómo llego al hospital?,How do I get to the hospital?,Navigation
1514ed61-7823-41ae-8a94-d5145e8df006,French,Je prends ce médicament quotidiennement.,I take this medication daily.,Medication
45da45c6-e8eb-4658-836f-179a9e42ac07,Spanish,Estoy vomitando.,I am vomiting.,Symptoms
5927e067-ec3f-4b37-a6b6-4615295fe496,French,Je n'ai pas d'assurance.,I do not have insurance.,Insurance
322bc5e7-9ed4-4ab1-add0-37f534ff0009,Spanish,Por favor hable despacio.,Please speak slowly.,Communication
1b7d0fd6-870c-4cfa-b664-eda19bc32dfc,Arabic,أنا مصاب بالسكري وأحتاج إلى الأنسولين.,I am diabetic and need insulin.,Medication
01511e3c-dda0-42f5-84c7-311cde5ed09b,Arabic,أحتاج إلى مساعدة طارئة.,I need emergency help.,Emergency
49d865ed-f737-454f-9721-ad1a50aa3900,Spanish,Estoy vomitando.,I am vomiting.,Symptoms
7ab9d3d0-e2f1-4bdd-9a74-e3c19deb7cf1,Portuguese,Vocês aceitam seguro internacional?,Do you accept international insurance?,Insurance
d157c473-3d9a-4dc3-8c49-0544083457c2,Chinese,我有食物过敏。,I have a food allergy.,Symptoms
5cf2572b-66e7-4222-b309-80fad16d9a2f,Spanish,Tomo este medicamento a diario.,I take this medication daily.,Medication
87497f1e-6a40-4088-b43d-7f2617f45d14,Spanish,Tengo seguro de viaje.,I have travel insurance.,Insurance
01ea8ebc-eed1-42df-897f-4fc9edd5eb73,Spanish,Necesito ayuda de emergencia.,I need emergency help.,Emergency
c2273ac8-605e-49e1-bc7a-0fbfe778ef99,Chinese,我可以自费吗？,Can I pay out of pocket?,Insurance
55fe0516-9e9e-474c-945e-3ab1cc268203,French,Où puis-je trouver une pharmacie?,Where can I find a pharmacy?,Medication
aaee9348-f988-4884-a8f0-38c3eff9619d,Spanish,Soy diabético/a y necesito insulina.,I am diabetic and need insulin.,Medication
3aefe317-415a-4386-924d-01b8edda5fe3,English,This is an emergency.,This is an emergency.,Emergency
1b710a23-4cf6-44d7-8b44-327d0b76f7c1,French,Y a-t-il un médecin qui parle ma langue?,Is there a doctor who speaks my language?,Navigation
e430b4c6-eb6f-4fe3-996b-a752d783e8df,Chinese,救救我，我病得很重。,"Help me, I am very sick.",Emergency
103cbf45-0e9e-456c-8760-ce92a7a11169,Spanish,¿Tiene un intérprete?,Do you have an interpreter?,Communication
7e3c5f4b-9b03-4c53-a73d-81f9289dd53e,Arabic,أتناول هذا الدواء يومياً.,I take this medication daily.,Medication
f7f0d536-724f-4bd5-a7c1-a5dc97114456,French,Je ne parle pas anglais.,I do not speak English.,Communication
8bc067b8-add8-4fa1-b644-aa98c1edd414,French,Je ne parle pas anglais.,I do not speak English.,Communication
ad6f9ff0-192a-4e92-8307-d9eaf300125e,Portuguese,Onde posso encontrar uma farmácia?,Where can I find a pharmacy?,Medication
f97ff281-95e8-499e-bf06-7816324029c2,English,I lost my medication.,I lost my medication.,Medication
fcdf2ec8-7ee3-44b1-a02c-236f4919535e,Spanish,¿Hay un médico que hable mi idioma?,Is there a doctor who speaks my language?,Navigation
750d7922-a824-4aaf-ba46-d2be78eb44c0,French,J'ai besoin d'un rendez-vous en téléconsultation.,I need a telehealth appointment.,Navigation
55e557fd-9cf4-461e-8404-ab2ab6d08ce6,Japanese,重度アレルギー用のエピペンを持っています。,I have an EpiPen for severe allergies.,Medication
6028f938-4fc6-469d-b00e-ade578859e04,English,Do you have this medication?,Do you have this medication?,Medication
d97ad6ee-d732-48f6-921a-0297b8ca1e62,Arabic,هل يوجد طبيب يتحدث لغتي؟,Is there a doctor who speaks my language?,Navigation
273135b8-0c29-40b1-b845-946217f2adf0,English,How do I get to the hospital?,How do I get to the hospital?,Navigation
c88a3a80-313e-4249-910d-ac54737078e9,Japanese,書いていただけますか？,Can you write it down please?,Communication
e6a816a2-aede-4629-b184-dad377b24837,Arabic,هل تقبلون التأمين الدولي؟,Do you accept international insurance?,Insurance
0d11ff3a-5276-4643-9275-a47fdc703630,English,I have travel insurance.,I have travel insurance.,Insurance
cf8a9f02-a5b0-4bc1-bcb0-0fa0a7e0d325,French,Où puis-je trouver une pharmacie?,Where can I find a pharmacy?,Medication
01ac5346-8d79-401c-8dcb-30dfa1e17b04,Portuguese,Preciso de uma ambulância.,I need an ambulance.,Emergency
f4fdf861-5b91-4cd7-a13c-04aa0c9f0fab,Portuguese,Estou tonto/a.,I feel dizzy.,Symptoms
07ec1450-33cb-454e-abd3-2e71149c220d,Arabic,أجد صعوبة في التنفس.,I have difficulty breathing.,Symptoms
09f448e4-1a1b-4d2e-aa5b-1f3cfde261a5,Spanish,Esto es una emergencia.,This is an emergency.,Emergency
588804e4-ca49-44b0-9ba6-a7663552b481,Spanish,Por favor hable despacio.,Please speak slowly.,Communication
1d04138e-5eb3-49a6-b25e-2d5a3dcae3ee,Japanese,旅行保険に加入しています。,I have travel insurance.,Insurance
98662d68-6dc0-4021-8497-e2570e1ccf56,Spanish,Estoy vomitando.,I am vomiting.,Symptoms
680f8964-f3b4-4a64-8f22-0a2f31cfe384,Arabic,هل تقبلون التأمين الدولي؟,Do you accept international insurance?,Insurance
9850a3f6-6797-4e48-b3ad-e6fea34c02c7,Spanish,Tengo un EpiPen para alergias graves.,I have an EpiPen for severe allergies.,Medication
c53783fb-38a0-421e-97aa-ca127fc6d0e9,Arabic,لدي تأمين سفر.,I have travel insurance.,Insurance
1aebf26b-b0b6-4578-ab96-d23ebf3cbb16,English,Please speak slowly.,Please speak slowly.,Communication
0f591f02-79ba-4598-a0a9-93f9399b786e,English,I need a telehealth appointment.,I need a telehealth appointment.,Navigation
5c306385-1392-4d9f-8823-7e18796484f4,English,I have abdominal pain.,I have abdominal pain.,Symptoms
c000295b-1a1d-4ceb-9546-c98d491376e2,Portuguese,Não falo inglês.,I do not speak English.,Communication
ed1127bb-74bc-4033-b1a7-399cd1d42e25,Spanish,"Ayúdeme, estoy muy enfermo/a.","Help me, I am very sick.",Emergency
ac807a35-4970-4c6d-99e2-bfa2c806c2d0,Chinese,你们接受国际保险吗？,Do you accept international insurance?,Insurance
14c8d90c-3ee8-45a7-bca4-8ce00350c00c,English,I am diabetic and need insulin.,I am diabetic and need insulin.,Medication
c67892b3-b0b3-4263-afc2-bddc743d3568,Japanese,旅行保険に加入しています。,I have travel insurance.,Insurance
9f38b103-647e-4639-be60-2b2f4d3c5904,Portuguese,Como chego ao hospital?,How do I get to the hospital?,Navigation
2616b97f-9958-4cbf-9ee4-60745ace3984,English,Where is the nearest emergency room?,Where is the nearest emergency room?,Navigation
e65f4a2a-49aa-4e28-94bb-c7ea4d119473,Arabic,هذه حالة طارئة.,This is an emergency.,Emergency
555984da-bf6d-4b38-a810-53628c960fe0,French,Je ne parle pas anglais.,I do not speak English.,Communication
d7762c30-a027-4b75-a85c-bc1250d1c0b2,Japanese,書いていただけますか？,Can you write it down please?,Communication
a2b22c89-2420-4be0-9b3e-44b9f943acf5,Arabic,هل يوجد طبيب يتحدث لغتي؟,Is there a doctor who speaks my language?,Navigation
3b25726f-4797-4991-83ee-f44c92403090,Japanese,わかりません。,I do not understand.,Communication
f2ef9114-b78e-4bfc-ab80-e5b5c308e324,Arabic,أجد صعوبة في التنفس.,I have difficulty breathing.,Symptoms
9416e494-b860-4547-b2eb-a8c98d9330e2,Spanish,No entiendo.,I do not understand.,Communication
2b734f10-c844-4ba6-85dd-28eb75b59242,English,How do I get to the hospital?,How do I get to the hospital?,Navigation
eb0750b8-a3a6-4807-8c95-587680a485b5,English,I am allergic to penicillin.,I am allergic to penicillin.,Symptoms
12f0c422-d09d-4d08-b21d-59c95701bb43,French,Où puis-je trouver une pharmacie?,Where can I find a pharmacy?,Medication
9334c10f-8a3f-4248-a83b-157e8c12da19,French,C'est une urgence.,This is an emergency.,Emergency
e71a5c82-44fe-436f-b5a6-b013a56cec2f,Chinese,我不会说英语。,I do not speak English.,Communication
446b58a5-caf6-4ab2-98c0-7cdcb432d3d4,French,Acceptez-vous une assurance internationale?,Do you accept international insurance?,Insurance
09e869fc-814d-4f8f-914a-1318bb454c75,Japanese,私の言語を話す医師はいますか？,Is there a doctor who speaks my language?,Navigation
dd33861a-f94f-40fe-8741-99c4b9d71b4e,Japanese,この薬はありますか？,Do you have this medication?,Medication
2fafc254-d6c7-4260-8d67-9acee87d9709,Chinese,这次就诊需要多少钱？,What is the cost of this visit?,Insurance
9acab873-0c13-499b-a1db-9a953ebd7316,Japanese,保険に入っていません。,I do not have insurance.,Insurance
66b9a496-c90e-4c1d-847c-7e1a205eb497,Portuguese,Sou diabético/a e preciso de insulina.,I am diabetic and need insulin.,Medication
126148d9-9ea5-415c-9504-43f337e1aebf,English,Do you accept international insurance?,Do you accept international insurance?,Insurance
d732f932-b329-409a-8552-911f416e7f10,Japanese,病院にはどうやって行けばいいですか？,How do I get to the hospital?,Navigation
4dface8e-6a63-4fe7-a234-0af76f601cdc,Chinese,最近的紧急护理中心在哪里？,Where is the nearest urgent care center?,Navigation
18dbe821-f0ee-42a3-bb4c-11c14cda7bb8,French,Y a-t-il un médecin qui parle ma langue?,Is there a doctor who speaks my language?,Navigation
d3f01e98-e1e3-49bc-8d4e-4f7222cc8b6e,English,I am vomiting.,I am vomiting.,Symptoms
1bf0bf56-1098-4500-955a-00062e780f41,Portuguese,Sou diabético/a e preciso de insulina.,I am diabetic and need insulin.,Medication
be9bc622-0def-4159-9f39-c24a61fde987,Arabic,أين أقرب غرفة طوارئ؟,Where is the nearest emergency room?,Navigation
e13ede86-d47e-4631-8b04-81728f9a6e6c,Japanese,わかりません。,I do not understand.,Communication
7bbba62b-94cd-4bca-9c10-e7180e3b061c,Portuguese,Tenho alergia alimentar.,I have a food allergy.,Symptoms
8ac07a72-2980-44ad-804f-cb3400f89fe0,Portuguese,Onde fica a sala de emergência mais próxima?,Where is the nearest emergency room?,Navigation
fa25910c-cf8f-496a-b848-828c733e0ec4,Arabic,أين أقرب مركز للرعاية العاجلة؟,Where is the nearest urgent care center?,Navigation
20ac9b41-0df6-4abe-a7f4-6e7843e9b665,English,Can I pay out of pocket?,Can I pay out of pocket?,Insurance
9e320dfd-2ee1-40c5-8abb-8b87ce282f5e,Chinese,我每天服用这种药。,I take this medication daily.,Medication
fa816a5f-584d-4788-98ee-cdbbce1c3edb,French,J'ai besoin d'une ambulance.,I need an ambulance.,Emergency
bae6a32a-9efd-4f04-834c-c606b0f3f083,English,I feel dizzy.,I feel dizzy.,Symptoms
42661926-9308-4421-bf8c-701ce3151705,Chinese,我需要续药。,I need a prescription refill.,Medication
f9f59c75-1538-44d6-9d28-c3cf7e548864,Spanish,Llame al 911 por favor.,Call 911 please.,Emergency
a705fc49-4cc6-484a-bfb4-ec11a3b09540,Arabic,عندي إسهال.,I have diarrhea.,Symptoms
28d45ec9-98c5-4cc0-9a7d-31a77eec96f2,English,I need a prescription refill.,I need a prescription refill.,Medication
c18f8d6c-2897-40f0-bcca-661847850c1a,Chinese,这次就诊需要多少钱？,What is the cost of this visit?,Insurance
e1e58903-4b67-4847-a107-2830a65e73ee,Portuguese,Preciso de uma consulta de telemedicina.,I need a telehealth appointment.,Navigation
6e260da1-38a3-40ef-8cc1-7a04195cd566,Arabic,أحتاج إلى موعد مع طبيب عبر الإنترنت.,I need a telehealth appointment.,Navigation
99abaae4-fc34-4951-bf7d-03d3ed7d4da4,Chinese,我拉肚子。,I have diarrhea.,Symptoms
217ee5c1-e144-42e5-8c10-1ae71253bd40,French,C'est une urgence.,This is an emergency.,Emergency
b3eef9ae-d626-4913-b5c1-fd7e70d6f6a3,English,Where is the nearest urgent care center?,Where is the nearest urgent care center?,Navigation
a348e99f-ba6e-4357-8a4d-3f4b8517c893,French,J'ai besoin d'un rendez-vous en téléconsultation.,I need a telehealth appointment.,Navigation
61c7422a-982b-4e38-ad46-a155e2b1979b,French,J'ai besoin d'aide d'urgence.,I need emergency help.,Emergency
5419d9c7-3c4e-4816-acd9-cd656bac80c5,Arabic,أحتاج إلى مساعدة طارئة.,I need emergency help.,Emergency
4f6b2f09-7f17-4c55-b5c9-8411db03ad4d,Japanese,この薬はありますか？,Do you have this medication?,Medication
d9246754-9326-41a9-b641-74041524e3ef,Spanish,Soy diabético/a y necesito insulina.,I am diabetic and need insulin.,Medication
